CIU_Nombre;CIU_Abreviatura;CIU_IdDepartamento;CIU_Estado
ABEJORRAL;002;5;1
ABRIAQUI;004;5;1
ALEJANDRIA;021;5;1
AMAGA;030;5;1
AMALFI;031;5;1
ANDES;034;5;1
ANGELOPOLIS;036;5;1
ANGOSTURA;038;5;1
ANORI;040;5;1
SANTAFE DE ANTIOQUIA;042;5;1
ANZA;044;5;1
APARTADO;045;5;1
ARBOLETES;051;5;1
ARGELIA;055;5;1
ARMENIA;059;5;1
BARBOSA;079;5;1
BELMIRA;086;5;1
BELLO;088;5;1
BETANIA;091;5;1
BETULIA;093;5;1
CIUDAD BOLIVAR;101;5;1
BRICEÑO;107;5;1
BURITICA;113;5;1
CACERES;120;5;1
CAICEDO;125;5;1
CALDAS;129;5;1
CAMPAMENTO;134;5;1
CAÑASGORDAS;138;5;1
CARACOLI;142;5;1
CARAMANTA;145;5;1
CAREPA;147;5;1
EL CARMEN DE VIBORAL;148;5;1
CAROLINA;150;5;1
CAUCASIA;154;5;1
CHIGORODO;172;5;1
CISNEROS;190;5;1
COCORNA;197;5;1
CONCEPCION;206;5;1
CONCORDIA;209;5;1
COPACABANA;212;5;1
DABEIBA;234;5;1
DON MATIAS;237;5;1
EBEJICO;240;5;1
EL BAGRE;250;5;1
ENTRERRIOS;264;5;1
ENVIGADO;266;5;1
FREDONIA;282;5;1
FRONTINO;284;5;1
GIRALDO;306;5;1
GIRARDOTA;308;5;1
GOMEZ PLATA;310;5;1
GRANADA;313;5;1
GUADALUPE;315;5;1
GUARNE;318;5;1
GUATAPE;321;5;1
HELICONIA;347;5;1
HISPANIA;353;5;1
ITAGUI;360;5;1
ITUANGO;361;5;1
JARDIN;364;5;1
JERICO;368;5;1
LA CEJA;376;5;1
LA ESTRELLA;380;5;1
LA PINTADA;390;5;1
LA UNION;400;5;1
LIBORINA;411;5;1
MACEO;425;5;1
MARINILLA;440;5;1
MONTEBELLO;467;5;1
MURINDO;475;5;1
MUTATA;480;5;1
NARIÑO;483;5;1
NECOCLI;490;5;1
NECHI;495;5;1
OLAYA;501;5;1
PEÐOL;541;5;1
PEQUE;543;5;1
PUEBLORRICO;576;5;1
PUERTO BERRIO;579;5;1
PUERTO NARE;585;5;1
PUERTO TRIUNFO;591;5;1
REMEDIOS;604;5;1
RETIRO;607;5;1
RIONEGRO;615;5;1
SABANALARGA;628;5;1
SABANETA;631;5;1
SALGAR;642;5;1
SAN ANDRES DE CUERQUIA;647;5;1
SAN CARLOS;649;5;1
SAN FRANCISCO;652;5;1
SAN JERONIMO;656;5;1
SAN JOSE DE LA MONTAÑA;658;5;1
SAN JUAN DE URABA;659;5;1
SAN LUIS;660;5;1
SAN PEDRO;664;5;1
SAN PEDRO DE URABA;665;5;1
SAN RAFAEL;667;5;1
SAN ROQUE;670;5;1
SAN VICENTE;674;5;1
